,text,id,created_at,coder1.Sentiment....1.negative..0.neutral..1.positive.,coder1.Political...0.no..1.yes.,coder1.Ideology....1.liberal..0.neutral..1.conservative.,coder1.Immigration,coder1.Macroeconomic.Policy...Taxes..Gov..Spending..Wall.St...Jobs..Trade..Infrastructure..Labor.,coder1.National.Security..Veterans..Military..Foreign.Terrorism.,coder1.Crime...Law.Enforcement..Police..Guns..Second.Amendment.,coder1.Civil.Rights..Race..LGBT.issues..Abortion..Gender.issues.,coder1.Environment...Energy..Global.warming..Fracking..Agriculture..Oil.,coder1.Education,coder1.Health.Care..Obamacare.,coder1.Governance,coder1.No.Policy.Content,coder1.Asks.for.Donation.Asks.you.to.buy.something.to.support.campaign,coder1.Asks.you.to.watch.something.share.something.follow.something,coder1.Misc..other.plea.for.action,coder1.Makes.a.Factual.or.Verifiable.Claim,coder1.Expresses.an.Opinion,coder1.coder,coder2.Sentiment....1.negative..0.neutral..1.positive.,coder2.Political...0.no..1.yes.,coder2.Ideology....1.liberal..0.neutral..1.conservative.,coder2.Immigration,coder2.Macroeconomic.Policy...Taxes..Gov..Spending..Wall.St...Jobs..Trade..Infrastructure..Labor.,coder2.National.Security..Veterans..Military..Foreign.Terrorism.,coder2.Crime...Law.Enforcement..Police..Guns..Second.Amendment.,coder2.Civil.Rights..Race..LGBT.issues..Abortion..Gender.issues.,coder2.Environment...Energy..Global.warming..Fracking..Agriculture..Oil.,coder2.Education,coder2.Health.Care..Obamacare.,coder2.Governance,coder2.No.Policy.Content,coder2.Asks.for.Donation.Asks.you.to.buy.something.to.support.campaign,coder2.Asks.you.to.watch.something.share.something.follow.something,coder2.Misc..other.plea.for.action,coder2.Makes.a.Factual.or.Verifiable.Claim,coder2.Expresses.an.Opinion,coder.y,src,X
67,RT @taddevine: Why Bernie Would Crush Trump and Why Every Vote For Hillary Puts Trump Closer to the White House https://t.co/sr6NeARWia,708346734519427072,3/11/2016 17:39:56,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany ,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christopher,brittanychristopher,0
68,"RT @THETXEMBASSY: @tomborelli  @CR great article 

https://t.co/q0mRlKPvyP

#EPA aka #EnviromentalPornAgency 

#AbolishTheEPA  htt",599651097389629440,5/16/2015 19:02:17,1,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,brittany ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,christopher,brittanychristopher,0
69,"RT @TPCarney: Earlier, I basically accused Cruz of flip-flopping on ethanol. After further review, I think I was wrong: https://t.co/G1QKIa",685110498380099584,1/7/2016 14:47:26,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany ,-1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,christopher,brittanychristopher,0
70,Voters deserve to hear from all the candidates. Sign the petition. http://t.co/vGDmzq76If http://t.co/kv6EvukUfY,624325174335115264,7/23/2015 21:08:15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,brittany ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,christopher,brittanychristopher,0
71,WATCH: @ChrisChristie: We need a Commander In Chief who respects the military and everyone in uniform https://t.co/9Xn0mb5aTM,664925985230487552,11/12/2015 22:01:23,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,brittany ,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,christopher,brittanychristopher,0
72,We are ready for @CarlyFiorina at the Stone Soup Cafe! #iacaucus https://t.co/4SAog82nPc,686649067640885248,1/11/2016 20:41:09,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany ,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christopher,brittanychristopher,0
73,Welcome to America @Pontifex #PopeInDC http://t.co/8JEJGMBlNa,646411058735882240,9/22/2015 19:49:40,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christopher,brittanychristopher,0
74,"Who does @BillClinton want to destroy in the GOP field? Marco Rubio. https://t.co/6ryLnqbsEc #fitn
https://t.co/ziMSgXPlOu",692080609951264768,1/26/2016 20:24:10,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany ,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christopher,brittanychristopher,0
75,Will Bondi repeat her already-debunked claims? #RNCinCLE https://t.co/JfS32ATXxi,755923261972774912,7/21/2016 0:32:04,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany ,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christopher,brittanychristopher,0
76,.@BenghaziDems: @HouseBenghazi is a taxpayer-funded @GOP attack on @HillaryClinton: http://t.co/zTSkdVv5Ar,651074650349268992,10/5/2015 16:41:07,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany  ,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,christianbrittany,0
77,.@GovMikeHuckabee remember when those govt hard drives were destroyed as you left office? Whatever happened w/that? http://t.co/BAyuHRrAZz,639531724708446208,9/3/2015 20:13:39,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany  ,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,christianbrittany,0
78,.@HillaryClinton will make the biggest investment in good-paying jobs since World War II. Read her plan: https://t.co/fSedj9Z6uJ,760190876849233920,8/1/2016 19:10:03,0,1,-1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,brittany  ,1,1,-1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,christian,christianbrittany,0
79,.@marcorubio was one of just two senators who did not vote on on a sweeping tax and spending bill  https://t.co/IMPLavZXWu,678996248091848704,12/21/2015 17:51:35,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,brittany  ,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,christian,christianbrittany,0
80,.@politico: Man who pulled protester revealed as Trump security https://t.co/T3vvB5WkxE,711983463239438336,3/21/2016 18:31:00,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,brittany  ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,christianbrittany,0
81,".@PolitiFact: No, GDP growth was not zero, as Donald Trump said in Miami GOP debate https://t.co/x2STHa6oK8",708419343583997952,3/11/2016 22:28:27,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,brittany  ,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,christian,christianbrittany,0
82,".@realDonaldTrump it's your birthday, you're gonna lie if you want to. https://t.co/OpVxXhyTqZ",742836784132825088,6/14/2016 21:51:05,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany  ,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,christianbrittany,0
83,".@SunSentinel, after endorsing @marcorubio in 2010, calls for his resignation: https://t.co/PNWKkRfBBb",659395975337803776,10/28/2015 15:47:06,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,brittany  ,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,christianbrittany,0
84,.@TGowdySC and his GOP committee members are now on defense: https://t.co/mT5QdU1w8p via @HeidiPrzybyla,656614658107797504,10/20/2015 23:35:08,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany  ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,christianbrittany,0
85,".@washingtonpost: ""@RandPaul will filibuster debt ceiling bill"" https://t.co/8pysX3d8Go",659437307976642560,10/28/2015 18:31:20,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,brittany  ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,christianbrittany,0
86,"""It is time for the resources &amp; leadership to ensure that all #HBCUs can thrive in the 21st cent."" - @HillaryClinton https://t.co/tHHv1c82Vx",702241286888120320,2/23/2016 21:19:04,0,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,brittany  ,0,1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,christian,christianbrittany,0
87,"""To be consensus anti-Trump candidate Cruz may need a truce w colleagues who detest him. But so far, nothing doing"" https://t.co/fZvedWNiPD",710529523075387392,3/17/2016 18:13:33,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany  ,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,christianbrittany,0
88,@JebBush brother to W &amp; frmr FL Gov He'd repeal #Medicare &amp; says Americans need to work longer hours #GOPPriorities http://t.co/b31LWF3PbW,629456243409727488,8/7/2015 0:57:17,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,brittany  ,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,christian,christianbrittany,0
89,@shellsuber thank you for following us!,644351778406793216,9/17/2015 3:26:50,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany  ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,christianbrittany,0
90,"#CruzCrew
#FF
@GOHConservative @James_E_White @Texastweetybird @VARepublicans @iowacrs @FairfieldSCGOP @27GuageLong http://t.co/zqlzH4Li2G",591583855733145600,4/24/2015 12:45:56,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany  ,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,christianbrittany,0
91,#NoIranDealBecause only way we're going to change this to have someone in the White House who is serious about this. https://t.co/aQjc5MRVcR,642375343798513664,9/11/2015 16:33:11,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,brittany  ,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,christian,christianbrittany,0
92,"#Trump's ""promise to make America great again is backed by a threat to burn it down."" https://t.co/qDSrgPTnyu",788152619105673216,10/17/2016 23:00:02,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany  ,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,christianbrittany,0
93,#TrumpLies about the U.S. not having a system to screen refugees: https://t.co/NBLhMeG4aG https://t.co/4PBVxH6sZ9,760504919619211264,8/2/2016 15:57:56,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,brittany  ,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,christian,christianbrittany,0
94,8 in 10 Democrats see @HillaryClinton as ready to be commander-in-chief https://t.co/QIqPjlpg8m via @SalvantoCBS https://t.co/35iCrYACtf,1471,11/23/2015 17:10:05,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany  ,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,christianbrittany,0
95,"Being an Italian boy from New Jersey, #FirstFrank loves Italian food. His favorite dish: Chicken Parmesan #FirstFrankFriday",695748742587117568,2/5/2016 23:20:01,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany  ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,christianbrittany,0
96,Ben Carson on abortion #winbenwin #savethebabies #defundpp #babiesmatter https://t.co/HOOGmXflkh,658397489058353152,10/25/2015 21:39:28,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,brittany  ,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,christian,christianbrittany,0
97,Bernie Sanders Breaks Down Exactly Why Donald Trump Is 'Dangerous' https://t.co/p1BxPdq24h,760100381754089472,8/1/2016 13:10:27,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany  ,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,christianbrittany,0
98,"Cynthia DiBartolo ""@CarlyFiorina has a guileless solution: Simplify the tax code to three pages"" https://t.co/lZgGCwfBqe #Carly2016",670406785820291072,11/28/2015 1:00:07,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,brittany  ,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,christian,christianbrittany,0
99,Dear Superdelegates: Don't Deny Democracy https://t.co/ULA5diWNZv,740617004420345856,6/8/2016 18:50:28,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany  ,-1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,christian,christianbrittany,0
100,Don't miss @RandPaul during the GOP Presidential Debate tonight on FOX News at 9pm EST! #StandWithRand #RandRally https://t.co/G6hC09q1ZC,692732000462114816,1/28/2016 15:32:33,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,brittany  ,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,christianbrittany,0
101,"Donald Trump may want you to think hes a big tough guy, but were not so sure about that. https://t.co/QMd8eUw3Ty",774302874046193664,9/9/2016 17:46:05,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany  ,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,christianbrittany,0
102,FACT: @ClintonFdn earned an A rating from the American Institute of Philanthropy. https://t.co/29F5s37HQ7 #VPDebate,783491706763304960,10/5/2016 2:19:14,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,brittany  ,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,christianbrittany,0
103,FACT: The Benghazi Cmte is now more concerned with @HillaryClinton's emails than what happened in Benghazi https://t.co/YO881gEAwl,634780283984736256,8/21/2015 17:33:08,0,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,brittany  ,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,christianbrittany,0
104,"Hillary Clinton spoke with substance  with ideas on helping the middle class, on making college affordable. https://t.co/Oy0hyBGMj0",747501529578430464,6/27/2016 18:47:07,1,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,brittany  ,0,1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,christian,christianbrittany,0
105,How to protect America. Donate to Security is Strength PAC. http://t.co/t59YCUtc72 #FreedomFirst,642113393378226176,9/10/2015 23:12:17,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,brittany  ,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,christian,christianbrittany,0
106,http://t.co/3Ooxngs33c,648210651857350656,9/27/2015 19:00:37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,brittany  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,christian,christianbrittany,0
107,"http://t.co/EX5Ch39d44
https://t.co/vBZNe0eZCr
#CruzCrewwants #Mississippi to join CourageousConservatives http://t.co/3rRrfek4rD",593169111888236544,4/28/2015 21:45:11,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,brittany  ,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,christianbrittany,0
108,https://t.co/OdcJkRyHL6,773907545287188480,9/8/2016 15:35:11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,brittany  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,christian,christianbrittany,0
109,Its incredibly unsurprising that he paused an interview about himself just to watch himself on TV. https://t.co/iNxUBTMyp8,760969523331600384,8/3/2016 22:44:07,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany  ,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,christianbrittany,0
110,Jeb is campaigning in San Fransisco today!  https://t.co/6k7jP7InAy,621735775890239488,7/16/2015 17:38:54,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,brittany  ,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,christianbrittany,0
111,Just #Jeb #JebingIt and being a total #boss at the opening of his Miami campaign office! http://t.co/X3h5GAMV8x,643448656100651008,9/14/2015 15:38:08,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany  ,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,christianbrittany,0
112,"MSNBC: @MarcoRubio flip-flops on immigration, then criticizes @realDonaldTrump for changing course on the #DREAMAct. https://t.co/MgpUcPX6Rv",662309666962018304,11/5/2015 16:45:04,-1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,brittany  ,-1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,christian,christianbrittany,0
113,NEW OP-ED: @HillaryClinton lays out a plan to bring manufacturing jobs back to the U.S.: https://t.co/8bG4iYIcHk via @StarTribune,702167549060841472,2/23/2016 16:26:03,0,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,brittany  ,0,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,christian,christianbrittany,0
114,"NH State Rep. Jim Webb ""I am writing to tell you why I will cast my vote for @CarlyFiorina""https://t.co/Q99lrYqCJW #TeamCarly #Carly2016",692814444137566208,1/28/2016 21:00:10,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany  ,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,christianbrittany,0
115,"No only does #FirstFrank have a heart of gold, he used to be a volunteer ambulance driver for a children's hospital #FirstFrankFriday",693146627956035584,1/29/2016 19:00:08,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany  ,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,christianbrittany,0
116,"No, U.S. Immigration and Customs Enforcement Did Not Endorse #Trump https://t.co/lioXvYmNqJ #TrumpLies",787081276746596352,10/15/2016 0:02:54,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,brittany  ,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,christian,christianbrittany,0
117,"On @Morning_Joe, @JoeNBC rightly called out @marcorubio for flat-out lying to the American people: https://t.co/RfQA9VMIgQ",661918475644858368,11/4/2015 14:50:37,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany  ,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,christianbrittany,0
118,Our #BailoutBush ad is making everyone go insane! CRAZY BUT TRUE. See why at http://t.co/PMUKGGgHYr! http://t.co/zPcSrlhYGK,614554484946006016,6/26/2015 22:03:01,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,brittany  ,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,christian,christianbrittany,0
119,Prominent Republican and former U.S. attorney Dan Webb endorses @HillaryClinton: https://t.co/RVinoteMUa,752969794505150464,7/12/2016 20:56:03,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,brittany  ,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,christianbrittany,0
120,Rand Paul pokes Rubio over his 'cute new boots' https://t.co/VtILbS5MVA @RandPaul @marcorubio #StandWithRand,685104726812311552,1/7/2016 14:24:30,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany  ,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,christianbrittany,0
121,Rick Perry 2.0 is off to a good start. @shanevanderhart  #iacaucus http://t.co/ts1S52Qy8m http://t.co/nmiBE8NCol,607975596543643648,6/8/2015 18:20:52,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany  ,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,christianbrittany,0
122,"Rick Perry's Texas created jobs when times were tough.
https://t.co/3FH5MTrqz0",612318653116055552,6/20/2015 17:58:37,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,brittany  ,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,christian,christianbrittany,0
123,"RT @C_Rants: Best email of the day came mid debate ""That does it, I'm caucusing for @CarlyFiorina """,692876618205831168,1/29/2016 1:07:13,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany  ,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,christianbrittany,0
124,RT @CarlyFiorina: The game is being rigged against you--by the political class &amp; the media elites. #LetCarlyDebate #FITN,695655583899377664,2/5/2016 17:09:50,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany  ,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,christianbrittany,0
125,"RT @colbertlateshow: Tonight! Wheel in the sky keeps on Bernin #LSSC
https://t.co/W5MfScOBb6",715879144719007744,4/1/2016 12:31:03,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,brittany  ,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,christianbrittany,0
126,"RT @DrMartyFox: #WakeUpAmerica  

If You Hated #TaxDay Before #ObamaCare Via @Betsy_McCaughey 

#TCOT
 http://t.co/FlA5X3TvM8 http://",591003383118462976,4/22/2015 22:19:21,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany  ,-1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,christian,christianbrittany,0
127,"RT @EliStokols: Welcome to Vegas, where @JebBush is about to take the stage at @MavPAC conference.",622236266772434944,7/18/2015 2:47:41,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,brittany  ,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,christianbrittany,0
128,"RT @HillaryClinton: ""There needs to be a concerted effort to address the systemic racism in our criminal justice system."" Hillary #DemDeba",688908013340610560,1/18/2016 2:17:24,0,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,brittany  ,0,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,christian,christianbrittany,0
129,"RT @HillaryClinton: ""What kind of a man roots for an economic crash that cost millions of people their jobs? Their homes? Their life saving",757766814247948288,7/26/2016 2:37:41,-1,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,brittany  ,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,christianbrittany,0
130,"RT @jonallendc: To clarify: When Trump says he wants the wealthy to pay their fair share, he means that they should pay less than they curr",763102711785095168,8/9/2016 20:00:38,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,brittany  ,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,christian,christianbrittany,0
131,RT @joshduggar: Save pain-capable unborn baby humans -- click here to tell your congressman to vote for #HR36: http://t.co/8IIrnvNfJd http:,598536658061918208,5/13/2015 17:13:54,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,brittany  ,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,christian,christianbrittany,0
132,RT @KatrinaNation: Very good interview with Martin O'Malley on Rachel Maddow show/,667549435459715072,11/20/2015 3:46:02,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany  ,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,christianbrittany,0
133,"RT @MZHemingway: When Trump struggled to answer how hed handle embassy, crowd actually laughed at him in mockery.",708128957703573504,3/11/2016 3:14:34,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany  ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,christianbrittany,0
134,RT @RealBenCarson: https://t.co/3Hj8I9DrII,689112233369055232,1/18/2016 15:48:54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,brittany  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,christian,christianbrittany,0
135,RT @RealBenCarson: Success is where preparation and opportunity meet. #BC2DC16 https://t.co/YodgxuFGS3,659521836145770496,10/29/2015 0:07:13,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany  ,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,christianbrittany,0
136,"RT @realDonaldTrump: Just leaving Miami for Houston, Oklahoma and Colorado. Miami crowd was fantastic!",776952306948452352,9/17/2016 1:13:59,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany  ,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,christianbrittany,0
137,"RT @RealJamesWoods: #DeathByDemocrat: If it moves, tax it. If it keeps moving, regulate it. And if it stops moving, subsidize it. -Ronald R",664468634002034688,11/11/2015 15:44:02,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany  ,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,christianbrittany,0
138,"RT @RosemryS: #Trump, the Unifier via @GreatAmericaPAC; #MAGA https://t.co/LQNhOb87ai",750769142173560832,7/6/2016 19:11:26,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany  ,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,christianbrittany,0
139,RT @sarahmccammon: Full house for @RealBenCarson townhall with @SenatorTimScott at #BJU. https://t.co/3xr6KTBLKZ,665287006478405632,11/13/2015 21:55:57,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany  ,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,christianbrittany,0
140,"RT @USAForRickPerry: GOP Candidate @GovernorPerry to make stop in Storm Lake, IA: http://t.co/IDypQnP6Ia #Perry2016 http://t.co/nAvIynEv67",631841377001832448,8/13/2015 14:54:57,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,brittany  ,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,christianbrittany,0
